product_name,product_url,image_url,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
LG (GT-T5107BM) 506L Top Freezer with Inverter Linear Compressor 2-Door Refrigerator - Black Mirror,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-gt-t5107bm-506l-top-freezer-with-inverter-linear-compressor-2-door-refrigerator-black-mirror.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_plyy-13.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1299.0,1650.0,21.27,351.0,LG,Refrigerator,refrigerator
LG FV1410H3BA Front Load Washer Dryer (10/6KG),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washer-dryer-combo/lg-fv1410h3ba-front-load-washer-dryer-10-6kg-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_gncw-i9.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1449.0,1935.0,25.12,486.0,LG,Washing Machine,washer
LG AI Direct Drive FV1409S4W 9kg Front Load Washing Machine - Blue White,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/lg-ai-direct-drive-fv1409s4w-9kg-front-load-washing-machine-blue-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_v90x-1k.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",869.0,1151.0,24.5,282.0,LG,Washing Machine,washing machine
LG FV1411S2B Front Load Washing Machine (11KG),https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/lg-fv1411s2b-front-load-washing-machine-11kg-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_xun6-4i.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1399.0,1833.0,23.68,434.0,LG,Washing Machine,washing machine
LG Front Control Smart Wi-fi Enabled Dishwasher - Silver (DFC533FV),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/dishwashers-en/lg-front-control-smart-wi-fi-enabled-dishwasher-silver-dfc533fv-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_lyrc-t0.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",999.0,1299.0,23.09,300.0,LG,Dishwasher,dishwasher
Samsung 9KG/6KG Washer Dryer Combo WD90T754DBX/SP,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washing-machines-en/samsung-9kg-6kg-washer-dryer-combo-wd90t754dbx-sp.html,"https://hnsgsfp.imgix.net/4/images/detailed/69/WD90T754DBX-S7_001_Front_Inox.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1299.0,1523.0,14.71,224.0,Samsung,Washing Machine,washer
Samsung 8KG Heat Pump Dryer DV80T6220HH/SP,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/samsung-8kg-heat-pump-dryer-dv80t6220hh-sp-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/1032418T.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1099.0,1483.0,25.89,384.0,Samsung,Washing Machine,dryer
Samsung Microwave Convection with Slim Fry - MC28A5137CK/SP,https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/microwave-ovens-en/samsung-microwave-convection-with-slim-fry-mc28a5137ck-sp-en.html,"https://hnsgsfp.imgix.net/4/images/detailed/156/Slide1_2i98-61.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",333.0,499.0,33.27,166.0,Samsung,Kitchen Appliance,microwave
Samsung Bespoke Front Load Washer Dryer - WD25DB8995BZSP,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/washer-dryer-combo/samsung-bespoke-front-load-washer-dryer-wd25db8995bzsp.html,"https://hnsgsfp.imgix.net/4/images/detailed/142/Slide1_gj10-qz.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",5349.0,5499.0,2.73,150.0,Samsung,Washing Machine,washer
Toshiba 20L Grill Microwave Oven - Black (MWP-MG20P(BK)),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/microwave-ovens-en/toshiba-20l-grill-microwave-oven-black-mwp-mg20p-bk.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Midea_20L_Grill_Microwave_Oven_-_Black_(MWP-MG20P(BK))_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",129.0,149.0,13.42,20.0,Toshiba,Kitchen Appliance,microwave
GoPro Protective Underwater Housing for Select HERO Cameras - Clear (ADDIV-001-VT),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/gopro-protective-underwater-housing-for-select-hero-cameras-clear-addiv-001-vt.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/GoPro_Protective_Underwater_Housing_for_Select_HERO_Cameras_-_Clear_(ADDIV-001-VT)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",75.0,0.0,0.0,0.0,GoPro,Camera,gopro
Insta360 3-Prong Mount to 1/4-inch - 20 Thread Adapter - Black (CINSBAVE),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/insta360-3-prong-mount-to-1-4-inch-20-thread-adapter-black-cinsbave.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Insta360_3-Prong_Mount_to_1-4-inch_-_20_Thread_Adapter_-_Black_(CINSBAVE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",8.0,0.0,0.0,0.0,Insta360,Accessories,mount
JBL Authentics 200 Smart Home Speaker - White,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/jbl-authentics-200-smart-home-speaker-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JBL_Authentics_200_Smart_Home_Speaker_-_White_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",359.0,499.0,28.06,140.0,JBL,Audio,speaker
JBL Authentics 300 Portable Smart Home Speaker - White,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/jbl-authentics-300-portable-smart-home-speaker-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JBL_Authentics_300_Portable_Smart_Home_Speaker_-_White_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",499.0,599.0,16.69,100.0,JBL,Audio,speaker
Harman Kardon Onyx Studio 9 Speaker - Black (HKOS9BLKAM),https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/harman-kardon-onyx-studio-9-speaker-black-hkos9blkam.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Harman_Kardon_Onyx_Studio_9_Speaker_-_Black_(HKOS9BLKAM)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",409.0,0.0,0.0,0.0,Harman,Audio,speaker
Harman Kardon Onyx Studio 9 Speaker - Grey (HKOS9GRYAM),https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/harman-kardon-onyx-studio-9-speaker-grey-hkos9gryam.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Harman_Kardon_Onyx_Studio_9_Speaker_-_Grey_(HKOS9GRYAM)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",409.0,0.0,0.0,0.0,Harman,Audio,speaker
Yashica DigiMate Camera - Mint Green (YAS-DGM100-MG),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-digimate-camera-mint-green-yas-dgm100-mg.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_DigiMate_Camera_-_Mint_Green_(YAS-DGM100-MG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",139.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica DigiMate Camera - Black (YAS-DGM100-BK),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-digimate-camera-black-yas-dgm100-bk.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_DigiMate_Camera_-_Black_(YAS-DGM100-BK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",139.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica DigiMate Camera - Off White (YAS-DGM100-OW),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-digimate-camera-off-white-yas-dgm100-ow.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_DigiMate_Camera_-_Off_White_(YAS-DGM100-OW)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",139.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica DigiPix 100 Camera - White (YAS-DG100P-WH),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-digipix-100-camera-white-yas-dg100p-wh.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_DigiPix_100_Camera_-_White_(YAS-DG100P-WH)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",119.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica DigiPix 100 Camera - Sliver (YAS-DG100P-SV),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-digipix-100-camera-sliver-yas-dg100p-sv.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_DigiPix_100_Camera_-_Sliver_(YAS-DG100P-SV)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",119.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica x Hello Kitty DZ-100 Digital Camera - Pink (YAS-DZ10HK-PN),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-x-hello-kitty-dz-100-digital-camera-pink-yas-dz10hk-pn.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_x_Hello_Kitty_DZ-100_Digital_Camera_-_Pink_(YAS-DZ10HK-PN)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",159.0,0.0,0.0,0.0,Yashica,Camera,camera
Yashica x Hello Kitty DZ-100 Digital Camera - White (YAS-DZ10HK-WH),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/digital-cameras-en/yashica-x-hello-kitty-dz-100-digital-camera-white-yas-dz10hk-wh.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Yashica_x_Hello_Kitty_DZ-100_Digital_Camera_-_White_(YAS-DZ10HK-WH)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",159.0,0.0,0.0,0.0,Yashica,Camera,camera
JisuLife Life7 3600mAh Handheld Fan - Light Grey (LIFE7-3600-GREY),https://www.harveynorman.com.sg/home-appliances/fans/cooler-fans-en/jisulife-life7-3600mah-handheld-fan-light-grey-life7-3600-grey.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life7_3600mAh_Handheld_Fan_-_Light_Grey_(LIFE7-3600-GREY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",25.9,0.0,0.0,0.0,JisuLife,Small Appliance,fan
JisuLife Life4 3600mAh Handheld Fan - Light Grey (LIFE4-3600-GREY),https://www.harveynorman.com.sg/home-appliances/fans/cooler-fans-en/jisulife-life4-3600mah-handheld-fan-light-grey-life4-3600-grey.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life4_3600mAh_Handheld_Fan_-_Light_Grey_(LIFE4-3600-GREY)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",19.9,21.0,5.24,1.1000000000000014,JisuLife,Small Appliance,fan
JisuLife Life4 3600mAh Handheld Fan - Pink (LIFE4-3600-PINK),https://www.harveynorman.com.sg/home-appliances/fans/cooler-fans-en/jisulife-life4-3600mah-handheld-fan-pink-life4-3600-pink.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life4_3600mAh_Handheld_Fan_-_Pink_(LIFE4-3600-PINK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",19.9,21.0,5.24,1.1000000000000014,JisuLife,Small Appliance,fan
JisuLife Life5 4500mAh Handheld Fan - Mint Green (FA42-1-GREEN),https://www.harveynorman.com.sg/home-appliances/fans/cooler-fans-en/jisulife-life5-4500mah-handheld-fan-mint-green-fa42-1-green.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life5_4500mAH_Handheld_Fan_-_Mint_Green_(FA42-1-GREEN)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",19.2,20.0,4.0,0.8000000000000007,JisuLife,Small Appliance,fan
JisuLife Life1 4500mAh Table Fan - Pure White (FA26-WHITE),https://www.harveynorman.com.sg/home-appliances/fans/table-fans-en/jisulife-life1-4500mah-table-fan-pure-white-fa26-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life1_4500mAh_Table_Fan_-_Pure_White_(FA26-WHITE).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",20.9,22.0,5.0,1.1000000000000014,JisuLife,Small Appliance,fan
JisuLife Life1 4500mAh Table Fan - Light Brown (FA26-BROWN),https://www.harveynorman.com.sg/home-appliances/fans/table-fans-en/jisulife-life1-4500mah-table-fan-light-brown-fa26-brown.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/JisuLife_Life1_4500mAh_Table_Fan_-_Light_Brown_(FA26-BROWN).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",20.9,22.0,5.0,1.1000000000000014,JisuLife,Small Appliance,fan
Samsung Bespoke Heatpump Dryer - DV10DB94A0GDSP,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/samsung-bespoke-heatpump-dryer-dv10db94a0gdsp.html,"https://hnsgsfp.imgix.net/4/images/detailed/142/Slide1_ozgq-7x.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2049.0,2199.0,6.82,150.0,Samsung,Washing Machine,dryer
Hisense Mini-LED ULED PRO 55-Inch 4K Smart TV - Black (HS55U6N PRO),https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/hisense-mini-led-uled-pro-55-inch-4k-smart-tv-black-hs55u6n-pro.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hisense_U6N_Pro_55-Inch_Mini-LED_ULED_4K_Smart_TV_-_Black_(HS55U6N_PRO)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1499.0,2099.0,28.59,600.0,Hisense,TV,tv
Hisense ULED MINI LED 4K Pro 75-Inch 4K Smart TV - Black (HS75U6N PRO),https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/hisense-u6n-pro-75-inch-mini-led-uled-4k-smart-tv-black-hs75u6n-pro.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hisense_U6N_Pro_75-Inch_Mini-LED_ULED_4K_Smart_TV_-_Black_(HS75U6N_PRO).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2799.0,3599.0,22.23,800.0,Hisense,TV,tv
Hisense QLED 4K Q6N 85-Inch Google TV - Black (HS85Q6N),https://www.harveynorman.com.sg/tv-and-audio/tvs-en-2/tvs-en-3/hisense-q6n-85-inch-qled-max-4k-google-tv-black-hs85q6n.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hisense_Q6N_85-Inch_QLED_Max_4K_Google_TV_-_Black_(HS85Q6N).jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2399.0,3799.0,36.85,1400.0,Hisense,TV,tv
Nsw Fitness Boxing 3 Personal Trainer Game (NTD-HAC-P-BDWKB-MSE),https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-fitness-boxing-3-personal-trainer-game-ntd-hac-p-bdwkb-mse.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Nsw_Fitness_Boxing_3_Personal_Trainer_Game_(NTD-HAC-P-BDWKB-MSE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",52.4,0.0,0.0,0.0,Nsw,Other,Other
Nsw Disney Music Parade Encore Game (NTD-HAC-P-BH8MB-MSE),https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-disney-music-parade-encore-game-ntd-hac-p-bh8mb-mse.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Nsw_Disney_Music_Parade_Encore_Game_(NTD-HAC-P-BH8MB-MSE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",52.4,0.0,0.0,0.0,Nsw,Other,Other
LG 628L Side-By-Side Door Fridge - Black Steel (GS-X6104EV),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-628l-side-by-side-door-fridge-black-steel-gs-x6104ev.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Slide1.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",4349.0,5559.0,21.77,1210.0,LG,Refrigerator,fridge
LG 628L Fridge Side-By-Side Door Fridge - Beige (GS-X6104BE),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/lg-628l-fridge-side-by-side-door-fridge-beige-gs-x6104be.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/fridge_12.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",4499.0,5669.0,20.64,1170.0,LG,Refrigerator,fridge
Insta360 One X3 Standalone Action Camera - Black (CINSAAQ/B),https://www.harveynorman.com.sg/smart-tech-and-phones/cameras-en/action-cameras-en/insta360-one-x3-standalone-action-camera-black-cinsaaq-b.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Insta360_One_X3_Standalone_Action_Camera_-_Black_(CINSAAQ-B)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",529.0,0.0,0.0,0.0,Insta360,Camera,camera
Belkin BoostCharge 10000mAh Integrated Cable Power Bank - Black (BPB021fqBK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/belkin-boostcharge-10000mah-integrated-cable-power-bank-black-bpb021fqbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_10000mAh_Integrated_Cable_Power_Bank_-_Black_(BPB021fqBK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",45.0,69.0,34.78,24.0,Belkin,Accessories,cable
Belkin BoostCharge 10000mAh Integrated Cable Power Bank - Blue (BPB021fqBL),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/belkin-boostcharge-10000mah-integrated-cable-power-bank-blue-bpb021fqbl.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_10000mAh_Integrated_Cable_Power_Bank_-_Blue_(BPB021fqBL)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",45.0,69.0,34.78,24.0,Belkin,Accessories,cable
Belkin BoostCharge 10000mAh Integrated Cable Power Bank - Pink (BPB021fqPK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/belkin-boostcharge-10000mah-integrated-cable-power-bank-pink-bpb021fqpk.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_10000mAh_Integrated_Cable_Power_Bank_-_Pink_(BPB021fqPK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",45.0,69.0,34.78,24.0,Belkin,Accessories,cable
Belkin BoostCharge 10000mAh Integrated Cable Power Bank - White (BPB021fqWH),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/belkin-boostcharge-10000mah-integrated-cable-power-bank-white-bpb021fqwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_10000mAh_Integrated_Cable_Power_Bank_-_White_(BPB021fqWH)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",45.0,69.0,34.78,24.0,Belkin,Accessories,cable
Belkin BoostCharge Pro Qi2 15W 3-in-1 Magnetic Wireless Charging Travel Pad - Black (WIZ024myBK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-boostcharge-pro-qi2-15w-3-in-1-magnetic-wireless-charging-travel-pad-black-wiz024mybk.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_Pro_Qi2_15W_3-in-1_Magnetic_Wireless_Charging_Travel_Pad_-_Black_(WIZ024myBK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",225.0,0.0,0.0,0.0,Belkin,Other,Other
Belkin BoostCharge Qi2 15W 3-in-1 Magnetic Foldable Wireless Charger - Black (WIZ029myBK),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-boostcharge-qi2-15w-3-in-1-magnetic-foldable-wireless-charger-black-wiz029mybk.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_Qi2_15W_3-in-1_Magnetic_Foldable_Wireless_Charger_-_Black_(WIZ029myBK)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",179.0,0.0,0.0,0.0,Belkin,Accessories,charger
Belkin BoostCharge Qi2 15W 3-in-1 Magnetic Foldable Wireless Charger - White (WIZ029myWH),https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/belkin-boostcharge-qi2-15w-3-in-1-magnetic-foldable-wireless-charger-white-wiz029mywh.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Belkin_BoostCharge_Qi2_15W_3-in-1_Magnetic_Foldable_Wireless_Charger_-_White_(WIZ029myWH)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",179.0,0.0,0.0,0.0,Belkin,Accessories,charger
Hitachi 344L 2-Door Fridge - Elegant Inox (HRTN6379SXSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-344l-2-door-fridge-elegant-inox-hrtn6379sxsg.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hitachi_344L_2-Door_Fridge_-_Elegant_Inox_(HRTN6379SXSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",899.0,959.0,6.26,60.0,Hitachi,Refrigerator,fridge
Hitachi 344L 2-Door Fridge - Brilliant Black (HRTN6379SBBKSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-344l-2-door-fridge-brilliant-black-hrtn6379sbbksg.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hitachi_344L_2-Door_Fridge_-_Brilliant_Black_(HRTN6379SBBKSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",899.0,959.0,6.26,60.0,Hitachi,Refrigerator,fridge
Hitachi 374L 2-Door Fridge - Elegant Inox (HRTN6408SXSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-374l-2-door-fridge-elegant-inox-hrtn6408sxsg.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Hitachi_374L_2-Door_Fridge_-_Elegant_Inox_(HRTN6408SXSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",999.0,1089.0,8.26,90.0,Hitachi,Refrigerator,fridge
Hitachi 374L 2-Door Fridge - Brilliant Black (HRTN6408SBBKSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-374l-2-door-fridge-brilliant-black-hrtn6408sbbksg.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Hitachi_374L_2-Door_Fridge_-_Brilliant_Black_(HRTN6408SBBKSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",999.0,1089.0,8.26,90.0,Hitachi,Refrigerator,fridge
Hitachi 409L 2-Door Fridge - Elegant Inox (HRTN6443SXSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-409l-2-door-fridge-elegant-inox-hrtn6443sxsg.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Hitachi_409L_2-Door_Fridge_-_Elegant_Inox_(HRTN6443SXSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",907.0,1159.0,21.74,252.0,Hitachi,Refrigerator,fridge
Hitachi 409L 2-Door Fridge - Brilliant Black (HRTN6443SBBKSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-409l-2-door-fridge-brilliant-black-hrtn6443sbbksg.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Hitachi_409L_2-Door_Fridge_-_Brilliant_Black_(HRTN6443SBBKSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",907.0,1159.0,21.74,252.0,Hitachi,Refrigerator,fridge
Hitachi 409L 2-Door Fridge - Pure White (HRTN6443SPWHSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-409l-2-door-fridge-pure-white-hrtn6443spwhsg.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Hitachi_409L_2-Door_Fridge_-_Pure_White_(HRTN6443SPWHSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1069.0,1159.0,7.77,90.0,Hitachi,Refrigerator,fridge
Hitachi 409L 2-Door Fridge - Black (HRTN6443SGBKSG),https://www.harveynorman.com.sg/home-appliances/kitchen-appliances-en/fridges/hitachi-409l-2-door-fridge-black-hrtn6443sgbksg.html,"https://hnsgsfp.imgix.net/4/images/detailed/153/Hitachi_409L_2-Door_Fridge_-_Black_(HRTN6443SGBKSG)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1189.0,1299.0,8.47,110.0,Hitachi,Refrigerator,fridge
Sony Wireless Noise Cancelling Headphones - Black (WH-CH720N/BCE),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/sony-wireless-noise-cancelling-headphones-black-wh-ch720n-bce.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Sony_Wireless_Noise_Cancelling_Headphones_-_Black_(WH-CH720N-BCE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",179.0,249.0,28.11,70.0,Sony,Smartphone,Other
Sony Wireless Noise Cancelling Headphones - Blue (WH-CH720N/LCE),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/sony-wireless-noise-cancelling-headphones-blue-wh-ch720n-lce.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Sony_Wireless_Noise_Cancelling_Headphones_-_Blue_(WH-CH720N-LCE)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",179.0,249.0,28.11,70.0,Sony,Smartphone,Other
Sony Wireless Noise-Canceling Over-Ear Headphones - Black (WH1000XM5/BME),https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/sony-wireless-noise-canceling-over-ear-headphones-black-wh1000xm5-bme.html,"https://hnsgsfp.imgix.net/4/images/detailed/152/Sony_Wireless_Noise-Canceling_Over-Ear_Headphones_-_Black_(WH1000XM5-BME)_01.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",469.0,589.0,20.37,120.0,Sony,Smartphone,Other
