product_name,product_url,image_url,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
Bowers & Wilkins PX7 S2e Over Ear Headphones - Forest Green,https://www.harveynorman.com.sg/promotions-en/ultimate-harvey-norman-tech-show-2025/ultimate-harvey-norman-tech-show-2025-it/audio-en-35/bowers-and-wilkins-h-p-px7-s2e-forest-grn.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Bowers_&_Wilkins_PX7_S2e_Over_Ear_Headphones_-_Forest_Green-1.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",599.0,699.0,14.31,100.0,Bowers,Smartphone,Other
Razer V3X Kraken USB Wired Headphone Pokemon,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/on-ear-headphones-en/razer-h-p-kraken-v3-x-wired-usb-pokemo.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Razer_V3X_Kraken_USB_Wired_Headphone_Pokemon.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",139.9,0.0,0.0,0.0,Razer,Audio,headphone
Razer V2X Speaker Leviathan Soundbar Pokemon,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/soundbars-en/razer-spk-leviathan-v2x-soundbar-pokemon.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Razer_V2X_Speaker_Leviathan_Soundbar_Pokemon.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",235.9,0.0,0.0,0.0,Razer,Audio,speaker
Garmin 42MM 2862-50 Vivoactive 5 Health and Fitness GPS Smartwatch - Black/Slate,https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/fitness-and-activity-trackers/garmin-vivoactive5-blk-slat-42mm-2862-50.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Garmin_42MM_2862-50_Vivoactive_5_Health_and_Fitness_GPS_Smartwatch_-_Black-Slate.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",298.0,449.0,33.63,151.0,Garmin,Tablet,slate
Garmin VivoActive 5 (GM-010-02862-51) 42mm Smartwatch - Ivy/Gold,https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/smart-watches-en/garmin-vivoactive5-ivy-gold-42mm-2862-51.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Garmin_VivoActive_5_(GM-010-02862-51)_42mm_Smartwatch_-_Ivy-Gold_(Main).jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",298.0,449.0,33.63,151.0,Garmin,Wearable,smartwatch
Garmin 42MM 2862-52 Vivoactive 5 Health and Fitness GPS Smartwatch - Navy Blue,https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/fitness-and-activity-trackers/garmin-vivoactive5-blu-blu-42mm-2862-52.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Garmin_42MM_2862-52_Vivoactive_5_Health_and_Fitness_GPS_Smartwatch_-_Navy_Blue.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",298.0,449.0,33.63,151.0,Garmin,Wearable,smartwatch
Garmin 42MM 2862-53 Vivoactive 5 Health and Fitness GPS Smartwatch - Orchid,https://www.harveynorman.com.sg/smart-tech-and-phones/smart-wearables/fitness-and-activity-trackers/garmin-vivoactive5-ord-ord-42mm-2862-53.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Garmin_42MM_2862-53_Vivoactive_5_Health_and_Fitness_GPS_Smartwatch_-_Orchid.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",298.0,449.0,33.63,151.0,Garmin,Wearable,smartwatch
Elecom BM-OF04BK PC  Off-Toco Medium Backpack - Black,https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/laptop-bags-and-sleeves-en/elecom-backpack-off-toco-black-bm-of04bk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Elecom_BM-OF04BK_PC__Off-Toco_Medium_Backpack_-_Black-1.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",79.9,99.0,19.29,19.099999999999994,Elecom,Desktop,pc
MSI MP251 - 24.5- Inch Monitor,https://www.harveynorman.com.sg/computing/computers-en/monitors-en/msi-mp251-24.5-inch-monitor.html,"https://hnsgsfp.imgix.net/4/images/detailed/119/1_khuw-vy.png?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",139.0,169.0,17.75,30.0,MSI,Monitor,monitor
Mophie 409912184 1M Essential USB-C to USB-C  Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-usbc-409912184-1mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912184_1M_Essential_USB-C_to_USB-C__Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",14.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912234 1M Essential USB-C to USB-C  Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-usbc-409912234-1mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912234_1M_Essential_USB-C_to_USB-C__Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",14.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912185 2M Essential USB-C to USB-C  Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-usbc-409912185-2mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912185_2M_Essential_USB-C_to_USB-C__Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",17.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912235 2M Essential USB-C to USB-C  Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-usbc-409912235-2mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912235_2M_Essential_USB-C_to_USB-C__Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",17.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912192 1M Essential USB-C to Lightning Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpeusbc-lig-409912192-1mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912192_1M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",24.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912242 1M Essential USB-C to Lightning Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-lig-409912242-1mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912242_1M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",24.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912193 2M Essential USB-C to Lightning Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-lig-409912193-2mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912193_2M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912243 2M Essential USB-C to Lightning Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-tpe-usbc-lig-409912243-2mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912243_2M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912186 1M Essential USB-C to USB-C  Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-usbc-409912186-1mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912186_1M_Essential_USB-C_to_USB-C__Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",19.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912236 1M Essential USB-C to USB-C Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-usbc-409912236-1mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912236_1M_Essential_USB-C_to_USB-C_Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",19.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912187 2M Essential USB-C to USB-C Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-usbc-409912187-2mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912187_2M_Essential_USB-C_to_USB-C_Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",24.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912237 2M Essential USB-C to USB-C Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-usbc-409912237-2mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912237_2M_Essential_USB-C_to_USB-C_Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",24.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912194 1M Essential USB-C to Lightning Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-lig-409912194-1mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912194_1M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",29.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912195 2M Essential USB-C to Lightning Fast Charging Cable - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-lig-409912195-2mwh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912195_2M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",34.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912245 2M Essential USB-C to Lightning Fast Charging Cable - Black,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-cbl-brd-usbc-lig-409912245-2mbk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912245_2M_Essential_USB-C_to_Lightning_Fast_Charging_Cable_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",34.9,0.0,0.0,0.0,Mophie,Accessories,cable
Mophie 409912222 30W Wall Charger - White,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/cables-chargers-and-adapters/mophie-wall-charger-409912222-30w-wh.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mophie_409912222_30W_Wall_Charger_-_White.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",34.9,0.0,0.0,0.0,Mophie,Accessories,charger
Sharp 9KG Heat Pump Dryer KD-HT9JP-G,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/sharp-dryer-kd-ht9jp-g.html,"https://hnsgsfp.imgix.net/4/images/detailed/119/1_onsg-nv.png?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1413.0,1503.0,5.99,90.0,Sharp,Washing Machine,dryer
Sharp KD-HT10JP-G 9kg Heat Pump Dryer,https://www.harveynorman.com.sg/home-appliances/washing-machines-and-dryers-en/dryers-en/sharp-dryer-kd-ht10jp-g.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Sharp_KD-HT10JP-G_9kg_Heat_Pump_Dryer.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1514.0,1611.0,6.02,97.0,Sharp,Washing Machine,dryer
Sonos Move 2 Portable Speaker - Black,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/sonos-move-2-portable-speaker-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Sonos_Move_2_Portable_Speaker_-_Black.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",759.0,799.0,5.01,40.0,Sonos,Audio,speaker
Sonos Move 2 Portable Speaker - White,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/portable-speakers/sonos-move-2-portable-speaker-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Sonos_Move_2_Portable_Speaker_-_White.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",759.0,799.0,5.01,40.0,Sonos,Audio,speaker
"Surface Laptop Studio 2 (Intel Core i7 , 16GB/512GB, Windows 11) 14.4-Inch Laptop - (YZY-00017)",https://www.harveynorman.com.sg/computing/computers-en/laptops-en/surface-laptop-studio-2-intel-core-i7-16gb-512gb-windows-11-14.4-inch-laptop-yzy-00017.html,"https://hnsgsfp.imgix.net/4/images/detailed/119/Slide1_mh74-87.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2855.0,3569.0,20.01,714.0,Surface,Laptop,laptop
Nsw Detective Pikachu Returns Game,https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-detective-pikachu-returns-game.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Nsw_Detective_Pikachu_Returns_Game_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",40.0,47.0,14.89,7.0,Nsw,Other,Other
Nsw Super Mario Bros Wonder Game,https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-super-mario-bros-wonder-game.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Nsw_Super_Mario_Bros_Wonder_Game_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",59.9,62.0,3.39,2.1000000000000014,Nsw,Other,Other
Nsw Fashion Dreamer Game,https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/games-en/nsw-fashion-dreamer-game.html,"https://hnsgsfp.imgix.net/4/images/detailed/132/Nsw_Fashion_Dreamer_Game_01.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",35.0,41.0,14.63,6.0,Nsw,Other,Other
DJI Mini 4 Pro with DJI Remote Controller - Gray,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-mini-4-pro-gl.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/DJI_Mini_4_Pro_(GL).jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",949.0,0.0,0.0,0.0,DJI,Gaming,controller
Dji RC2 GL Mini 4 Pro - Gray,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-mini-4-pro-dji-rc-2-gl.html,"https://hnsgsfp.imgix.net/4/images/detailed/124/Dji_RC2_GL_Mini_4_Pro_-_Gray.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1169.0,0.0,0.0,0.0,Dji,Other,Other
Dji RC2 GL Mini 4 Flymore Combo - Gray,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-mini-4-flymore-combo-dji-rc-2-gl.html,"https://hnsgsfp.imgix.net/4/images/detailed/124/Dji_RC2_GL_Mini_4_Flymore_Combo_-_Gray.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1369.0,0.0,0.0,0.0,Dji,Washing Machine,combo
Dji RC2 Mini 4 Flymore Combo Plus - Gray,https://www.harveynorman.com.sg/smart-tech-and-phones/drones/drones-en/dji-mini-4-flymore-combo-plus-dji-rc2.html,"https://hnsgsfp.imgix.net/4/images/detailed/124/Dji_RC2_Mini_4_Flymore_Combo_Plus_-_Gray.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",1449.0,0.0,0.0,0.0,Dji,Washing Machine,combo
Philips XU6500/82 6000 Series R6 Slim Auto Wash Robot Vacuum,https://www.harveynorman.com.sg/home-appliances/vacuum-cleaners-en-2/philips-xu6500-82-6000-series-r6-slim-auto-wash-robot-vacuum.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Slide1_am0k-1b.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",694.0,1299.0,46.57,605.0,Philips,Small Appliance,vacuum
Philips Electric Toothbrush (HX9911/73) + Toothbrush Heads (HX9052/67) Bundle,https://www.harveynorman.com.sg/health-and-personal-care/personal-care/oral-care-en/philips-electric-toothbrush-hx9911-73-toothbrush-heads-hx9052-67-bundle.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Philips_Electric_Toothbrush_(HX9911-73)___Toothbrush_Heads_(HX9052-67)_Bundle.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",444.0,0.0,0.0,0.0,Philips,Other,Other
Logitech Yeti Orb Condenser RGB Gaming Microphone with LIGHTSYNC (000553) - BLACK,https://www.harveynorman.com.sg/tv-and-audio/sound-systems/microphones-en/logitech-yeti-orb-condenser-rgb-gaming-microphone.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Logitech_Yeti_Orb_Condenser_RGB_Gaming_Microphone_with_LIGHTSYNC_(000553)_-_BLACK_-_1.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",69.0,89.0,22.47,20.0,Logitech,Gaming,gaming
Logitech Yeti GX Dynamic RGB Gaming Microphone - Black (000571),https://www.harveynorman.com.sg/tv-and-audio/sound-systems/microphones-en/logitech-yeti-gx-dynamic-rgb-gaming-microphone-black-000571.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Logitech_Yeti_GX_Dynamic_RGB_Gaming_Microphone_-_Black_(000571)_-_Main.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",189.0,219.0,13.7,30.0,Logitech,Gaming,gaming
Logitech Litra Beam LX Dual-Sided RGB Streaming Key Light,https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/multimedia-accessories/logitech-litra-beam-lx-dual-sided-rgb-streaming-key-light.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Logitech_Litra_Beam_LX_Dual-Sided_RGB_Streaming_Key_Light_-_Main.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",149.0,219.0,31.96,70.0,Logitech,Other,Other
Mazer M-EGMINI10.0V2-BU SUPERmini V2 10000mAh  Powerbank - Blue,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/mazer-pb-10000mah-pd22.5w-egmini10v2-bu.html,"https://hnsgsfp.imgix.net/4/images/detailed/124/Mazer_M-EGMINI10.0V2-BU_SUPERmini_V2_10000mAh__Powerbank_-_Blue.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.9,0.0,0.0,0.0,Mazer,Other,Other
Mazer M-EGMINI10.0V2-PK SUPERmini V2 10000mAh  Powerbank - Pink,https://www.harveynorman.com.sg/smart-tech-and-phones/phone-accessories/mobile-power-banks/mazer-pb-10000mah-pd22.5w-egmini10v2-pk.html,"https://hnsgsfp.imgix.net/4/images/detailed/125/Mazer_M-EGMINI10.0V2-PK_SUPERmini_V2_10000mAh__Powerbank_-_Pink.jpg?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",39.9,0.0,0.0,0.0,Mazer,Other,Other
Bose Quietcomfort Over-Ear Headphones - Triple Black,https://www.harveynorman.com.sg/promotions-en/cart-promo-categories/ultimate-harvey-norman-tech-show-2025-promotions/sc4-5/bose-quietcomfort-over-ear-headphones-triple-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Bose_Quietcomfort_Over-Ear_Headphones_-_Triple_Black.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Bose Quietcomfort Over-Ear Headphones - Smoke White,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-over-ear-headphones-smoke-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Bose_Quietcomfort_Over-Ear_Headphones_-_Smoke_White.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Bose Quietcomfort Over-Ear Headphones - Cypress Green,https://www.harveynorman.com.sg/tv-and-audio/headphones-en/over-ear-headphones-en-2/bose-quietcomfort-over-ear-headphones-cypress-green.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Bose_Quietcomfort_Over-Ear_Headphones_-_Cypress_Green.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",379.0,499.0,24.05,120.0,Bose,Smartphone,Other
Urban Malta Coffee Table With Ceramic Top - White,https://www.harveynorman.com.sg/furniture-en/living-room/coffee-tables/urban-malta-coffee-table-with-ceramic-top-white.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Malta_Coffee_Table_With_Ceramic_Top_-_White.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",479.0,599.0,20.03,120.0,Urban,Kitchen Appliance,coffee
Urban Malta Coffee Table With Ceramic Top - Black,https://www.harveynorman.com.sg/furniture-en/living-room/coffee-tables/urban-malta-coffee-table-with-ceramic-top-black.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Malta_Coffee_Table_With_Ceramic_Top_-_Black.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",419.0,599.0,30.05,180.0,Urban,Kitchen Appliance,coffee
Xbox QAU-00070 Wireless Controller - Astral Purple,https://www.harveynorman.com.sg/computing/games-hub-en/gaming-accessories-en/xbox-accessories/xbox-qau-00070-wireless-controller-astral-purple.html,"https://hnsgsfp.imgix.net/4/images/detailed/118/Xbox_QAU-00070_Wireless_Controller_-_Astral_Purple.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",89.9,0.0,0.0,0.0,Xbox,Gaming,xbox
Grande Bed - King Size,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/bed-frames/grande-bed-king-size.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Grande_Bedframe.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2279.0,3799.0,40.01,1520.0,Grande,Furniture,bed
Grande Bed - Queen Size,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/bed-frames/grande-bed-queen-size.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Grande_Bedframe_f0si-z7.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2039.0,3399.0,40.01,1360.0,Grande,Furniture,bed
Grande Vanity With Mirror,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/dressing-tables-en/grande-dresser.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Grande_Dresser_-_Main.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2141.0,3569.0,40.01,1428.0,Grande,Other,Other
Garis Bed (Forest Green) - King Size,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/bed-frames/garis-bed-king-size.html,"https://hnsgsfp.imgix.net/4/images/detailed/120/Garis_Bed.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",2159.0,3599.0,40.01,1440.0,Garis,Furniture,bed
Microsoft 365 Family | 12-month Subscription | Up to 6 People | 1TB Cloud Storage Per Person,https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/software-en/ms-office-m365-family-6gq-01895.html,"https://hnsgsfp.imgix.net/4/images/detailed/149/Slide1_mmsu-de.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",155.0,190.0,18.42,35.0,Microsoft,Other,Other
Microsoft 365 Personal | 12-month Subscription | 1 Person | 1TB Cloud Storage,https://www.harveynorman.com.sg/computing/computer-accessories-and-peripherals/software-en/ms-office-m365-personal-qq2-01895.html,"https://hnsgsfp.imgix.net/4/images/detailed/149/Slide1_r6vn-kq.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",135.0,155.0,12.9,20.0,Microsoft,Other,Other
Urban Dora Fabric Dining Chair With Armrest - Green,https://www.harveynorman.com.sg/furniture-en/dining-room/dining-chairs/urban-dora-fabric-dining-chair-with-armrest-green.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Dora_Fabric_Dining_Chair_With_Armrest_-_Green.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",183.0,229.0,20.09,46.0,Urban,Furniture,chair
Urban Dora Fabric Dining Chair With Armrest- Beige,https://www.harveynorman.com.sg/furniture-en/dining-room/dining-chairs/urban-dora-fabric-dining-chair-with-armrest-beige.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Dora_Fabric_Dining_Chair_With_Armrest-_Beige.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",183.0,229.0,20.09,46.0,Urban,Furniture,chair
Urban Aura Fabric Swivel Dining Chair With Armrest - Green,https://www.harveynorman.com.sg/furniture-en/dining-room/dining-chairs/urban-aura-fabric-swivel-dining-chair-with-armrest-green.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Aura_Fabric_Swivel_Dining_Chair_With_Armrest_-_Green.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",223.0,279.0,20.07,56.0,Urban,Furniture,chair
Urban Ella Fabric Swivel Dining Chair - Light Grey Brown,https://www.harveynorman.com.sg/furniture-en/dining-room/dining-chairs/urban-ella-fabric-swivel-dining-chair-light-grey-brown.html,"https://hnsgsfp.imgix.net/4/images/detailed/131/Urban_Ella_Fabric_Swivel_Dining_Chair_-_Light_Grey_Brown.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",151.0,189.0,20.11,38.0,Urban,Furniture,chair
Urban Adisa Fabric Dining Chair - Grey,https://www.harveynorman.com.sg/furniture-en/dining-room/dining-chairs/urban-adisa-fabric-dining-chair-grey.html,"https://hnsgsfp.imgix.net/4/images/detailed/138/Slide1_t3bi-81.JPG?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",119.0,149.0,20.13,30.0,Urban,Furniture,chair
Alf Costa Blanca Chest Of Drawers,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/chest-of-drawers-en/alf-costa-blanca-chest-of-drawers.html,"https://hnsgsfp.imgix.net/4/images/detailed/137/table132.jpg?fit=fill&bg=0FFF&w=500&h=292&auto=format,compress",1749.0,2499.0,30.01,750.0,Alf,Other,Other
ALF Accademia Bedside Table,https://www.harveynorman.com.sg/bed-frames-and-mattresses/bedroom/bedside-tables/alf-accademia-bedside-table.html,"https://hnsgsfp.imgix.net/4/images/detailed/137/Slide1_fu41-pi.JPG?fit=fill&bg=0FFF&w=500&h=293&auto=format,compress",2279.0,3799.0,40.01,1520.0,ALF,Furniture,table
