product_name,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
SAMSUNG DV10BB9440GBSP HEATPUMP DRYER (10KG),1898.0,2149.0,11.68,251.0,SAMSUNG,Washing Machine,dryer
MICROSOFT ZGP-00070 SURFACE LAPTOP (7TH EDITION) 13IN 512GB C12 16GB SAPPHIRE,2078.0,2188.0,5.03,110.0,MICROSOFT,Laptop,laptop
MICROSOFT ZGP-00054 SURFACE LAPTOP (7TH EDITION) 13IN 512GB C12 16GB GRAPHITE,2078.0,2188.0,5.03,110.0,MICROSOFT,Laptop,laptop
SAMSUNG DV10DB94A0GDSP BESPOKE HEATPUMP DRYER (10KG),2048.0,2199.0,6.87,151.0,SAMSUNG,Washing Machine,dryer
SAMSUNG RF49C5103S9/SS FRENCH DR FRIDGE (550L) - REFINED INOX,2174.0,2199.0,1.14,25.0,SAMSUNG,Refrigerator,fridge
SAMSUNG RF49C5103B1/SS FRENCH DR FRIDGE (550L) - BLACK DOI,2195.0,2199.0,0.18,4.0,SAMSUNG,Refrigerator,fridge
LG GS-B6473EP SIDE BY SIDE FRIDGE (647L) - ESSENCE MATTE BLACK,2272.0,2939.0,22.69,667.0,LG,Refrigerator,fridge
KADEKA KN110WR WINE CHILLER (121 BOTTLES),2196.0,2338.0,6.07,142.0,KADEKA,Other,Other
MICROSOFT ZHH-00043 SURFACE LAPTOP (7TH EDITION) 15IN 512GB C12 16GB GRAPHITE,2230.0,2348.0,5.03,118.0,MICROSOFT,Laptop,laptop
PANASONIC NR-YW590YMMS 4 DR FRIDGE (537L),2198.0,3099.0,29.07,901.0,PANASONIC,Refrigerator,fridge
MICROSOFT ZXX-00054 SURFACE LAPTOP (7TH EDITION) 13IN 1TB C12 16GB GRAPHITE,2363.0,2488.0,5.02,125.0,MICROSOFT,Laptop,laptop
SONY K-75S30 75IN BRAVIA 4K HDR TRILUMINOS PRO TV,2298.0,3799.0,39.51,1501.0,SONY,TV,tv
PHILIPS 75PQT8369/98 75 IN 4K QLED GOOGLE TV,2298.0,2499.0,8.04,201.0,PHILIPS,TV,tv
MIDEA ML19F100D80W + ML19F100D80W-D LAUNDRY SUITE WASHER (10KG) / DRYER (8KG),2198.0,2499.0,12.04,301.0,MIDEA,Washing Machine,washer
DELONGHI ECAM450.65.S ELETTA EXPLORE AUTOMATIC COFFEE MAKERS - SILVER,2187.0,2499.0,12.48,312.0,DELONGHI,Kitchen Appliance,coffee
PANASONIC TK-AS700-WEX SAFE ALKALINE IONIZED WATER,2542.0,2999.0,15.24,457.0,PANASONIC,Other,Other
BOSCH WQB245B0SG HEAT PUMP DRYER (9KG),2396.0,4399.0,45.53,2003.0,BOSCH,Washing Machine,dryer
SAMSUNG QA55LS03DAKXXS 55 IN FRAME QLED QUANTUM DOT TECHNOLOGY SMART TV,2448.0,3199.0,23.48,751.0,SAMSUNG,TV,tv
LG F2721HVRB FRONT LOAD WASHER AND DRYER (21KG/12KG),2598.0,3673.0,29.27,1075.0,LG,Washing Machine,washer
BOSCH SEMI-INTEGRATED DISHWASHER SERIES 4 SMI4HCS48E (STAINLESS STEEL) - EXCLUDE INSTALLATION,2498.0,2799.0,10.75,301.0,BOSCH,Dishwasher,dishwasher
MICROSOFT ZYT-00043 SURFACE LAPTOP (7TH EDITION) 15IN 1TB C12 16GB GRAPHITE,2515.0,2648.0,5.02,133.0,MICROSOFT,Laptop,laptop
KADEKA KSC-1100I BEVERAGE SHOWCASE (830L),2535.0,2698.0,6.04,163.0,KADEKA,Other,Other
SONY XR-65X90L 65IN BRAVIA XR FULL ARRAY LED 4K UHD SMART GOOGLE TV,2598.0,4039.0,35.68,1441.0,SONY,TV,tv
LA GERMANIA RI64C61BX 60CM STANDING COOKER (STAINLESS STEEL),2644.0,2818.0,6.17,174.0,LA,Other,Other
LA GERMANIA RI64C61BXR 60CM STANDING COOKER (RED),2654.0,2818.0,5.82,164.0,LA,Other,Other
LA GERMANIA RI64C61BXB 60CM STANDING COOKER (BLUE),2654.0,2818.0,5.82,164.0,LA,Other,Other
KADEKA KN168EWS SOLID STEEL DOOR WINE CHILLER (165 BOTTLES),2835.0,3018.0,6.06,183.0,KADEKA,Other,Other
SAMSUNG RF59A70T4S9/SS MULTI DOOR REFRIGERATOR (NETT 593L),2598.0,3027.0,14.17,429.0,SAMSUNG,Refrigerator,refrigerator
SAMSUNG NV7B6675CAA/SP BUILT-IN OVEN (76L )/BESPOKE DESIGN,3064.0,3128.0,2.05,64.0,SAMSUNG,Kitchen Appliance,oven
TECNO 90CM DOWNDRAFT COOKER HOOD ISA 3890 (BLACK TEMPERED GLASS WITH STAINLESS STEEL) - EXCLUDE INSTALLATION,2786.0,3138.0,11.22,352.0,TECNO,Kitchen Appliance,hood
MITSUBISHI MR-B46G-W-P 5 DOOR REFRIGERATOR (447L) GLASS WHITE,3143.0,3539.0,11.19,396.0,MITSUBISHI,Refrigerator,refrigerator
PHILIPS 86PQT8369/98 86 IN 4K QLED GOOGLE TV,2998.0,3299.0,9.12,301.0,PHILIPS,TV,tv
ELECTROLUX KOAAS31X 60CM ULTIMATETASTE 900 BUILT-IN SINGLE OVEN WITH 70L CAPACITY (EXCLUDE INSTALLATION),2975.0,5619.0,47.05,2644.0,ELECTROLUX,Kitchen Appliance,oven
BOSCH FULLY-INTEGRATED DISHWASHER SERIES 6 SMV6ZCX42E (WHITE) - EXCLUDE INSTALLATION,3208.0,3599.0,10.86,391.0,BOSCH,Dishwasher,dishwasher
KADEKA KSF-460I UPRIGHT FREZZER (460L),3135.0,3488.0,10.12,353.0,KADEKA,Other,Other
SONY K-65XR70 65IN BRAVIA 4K HDR MINI LED 65 TV,3398.0,4999.0,32.03,1601.0,SONY,TV,tv
SAMSUNG QA65LS03DAKXXS 65 IN FRAME QLED QUANTUM DOT TECHNOLOGY SMART TV,3348.0,4299.0,22.12,951.0,SAMSUNG,TV,tv
FISHER & PAYKEL 37L COMBINATION MICROWAVE OVEN OM60NDBB1 (BLACK) - EXCLUDE INSTALLATION,3499.0,3533.0,0.96,34.0,FISHER,Kitchen Appliance,microwave
FISHER & PAYKEL 37L COMBINATION MICROWAVE OVEN OM60NDB1 (STAINLESS STEEL) - EXCLUDE INSTALLATION,3500.0,3533.0,0.93,33.0,FISHER,Kitchen Appliance,microwave
SAMSUNG QA65QN87DAKXXS 65 IN NEO QLED QUANTUM MINI LED SMART TV,3498.0,4699.0,25.56,1201.0,SAMSUNG,TV,tv
MITSUBISHI MR-WX47LG-F-P 6 DOOR REFRIGERATOR (461L) GLASS BEIGE,3493.0,3939.0,11.32,446.0,MITSUBISHI,Refrigerator,refrigerator
BOSCH FREESTANDING DISHWASHER SERIES 8 SMS8YCI01E (SILVER INOX) - EXCLUDE INSTALLATION,2978.0,3799.0,21.61,821.0,BOSCH,Dishwasher,dishwasher
KADEKA KM80WBC WINE CHILLER (144 CANS + 81 BOTTLES),3787.0,3798.0,0.29,11.0,KADEKA,Other,Other
KADEKA KM80WC WINE CHILLER (149 BOTTLES),3787.0,3798.0,0.29,11.0,KADEKA,Other,Other
SONY K-85S30 85IN BRAVIA 4K HDR TRILUMINOS PRO TV,3598.0,5799.0,37.95,2201.0,SONY,TV,tv
BERTAZZONI FMOD6117CTB1 60CM BUILT-IN STEAM OVEN (76L)/(BLACK GLASS MODERN SERIES),3516.0,4378.0,19.69,862.0,BERTAZZONI,Kitchen Appliance,oven
MITSUBISHI MR-WX52G-BR-P 6 DOOR REFRIGERATOR (507L) GLASS BROWN,3883.0,4449.0,12.72,566.0,MITSUBISHI,Refrigerator,refrigerator
PHILIPS 65OLED807/98 65 IN 4K OLED ANDROID TV,4048.0,4645.0,12.85,597.0,PHILIPS,TV,tv
SAMSUNG RF62DB9KA5APSS BESPOKE 4 DR FRIDGE (619L),4497.0,4499.0,0.04,2.0,SAMSUNG,Refrigerator,fridge
MITSUBISHI MR-WX60G-F-P 6 DOOR REFRIGERATORS (588L) GLASS BEIGE,4663.0,5259.0,11.33,596.0,MITSUBISHI,Refrigerator,refrigerators
MITSUBISHI MR-WX60G-BR-P 6 DOOR REFRIGERATOR (588L) GLASS BROWN,4663.0,5259.0,11.33,596.0,MITSUBISHI,Refrigerator,refrigerator
BOSCH HBG6764S6B BUILT IN OVEN (71L) (EXCLUDE INSTALLATION),4696.0,4999.0,6.06,303.0,BOSCH,Kitchen Appliance,oven
HISENSE HS100Q7N 100 INCH Q7N 4K QLED SMART TV,4798.0,6599.0,27.29,1801.0,HISENSE,TV,tv
SAMSUNG QA75LS03DAKXXS 75 IN FRAME QLED QUANTUM DOT TECHNOLOGY SMART TV,4898.0,5999.0,18.35,1101.0,SAMSUNG,TV,tv
SAMSUNG WD25DB8995BZSP BESPOKE FRONT COMBO WITH HEATPUMP,5348.0,5499.0,2.75,151.0,SAMSUNG,Washing Machine,combo
HITACHI R-GWC670TS-XK 6 DR FRIDGE (525L) - CRYSTAL BLACK,5598.0,5899.0,5.1,301.0,HITACHI,Refrigerator,fridge
HITACHI R-GWC670TS-XM 6 DR FRIDGE (525L) - MIRROR MAUVE GRAY,5718.0,6099.0,6.25,381.0,HITACHI,Refrigerator,fridge
SAMSUNG QA75QN87DAKXXS 75 IN NEO QLED QUANTUM MINI LED SMART TV,5498.0,6899.0,20.31,1401.0,SAMSUNG,TV,tv
SAMSUNG QA75QN90DAKXXS 75 IN NEO QLED QUANTUM MINI LED SMART TV,6298.0,7899.0,20.27,1601.0,SAMSUNG,TV,tv
SAMSUNG QA85LS03DAKXXS 85 IN FRAME QLED QUANTUM DOT TECHNOLOGY SMART TV,6698.0,8299.0,19.29,1601.0,SAMSUNG,TV,tv
KADEKA KE135TL WINE CHILLER (133 BOTTLES),7498.0,7980.0,6.04,482.0,KADEKA,Other,Other
LG OLED77C4PSA.ATC 77 IN OLED EVO TV,7898.0,7999.0,1.26,101.0,LG,TV,tv
SAMSUNG QA85QN87DAKXXS 85 IN NEO QLED QUANTUM MINI LED SMART TV,7998.0,9799.0,18.38,1801.0,SAMSUNG,TV,tv
SONY XR-75X95L 75 IN 4K HDR GOOGLE TV - DVBT2,6698.0,10092.0,33.63,3394.0,SONY,TV,tv
SAMSUNG QA77S95DAKXXS 77 IN OLED QUANTUM HDR OLED PLUS SMART TV,9946.0,11899.0,16.41,1953.0,SAMSUNG,TV,tv
LG OLED83G4PSA.ATC 83 IN OLED EVO TV,13898.0,13999.0,0.72,101.0,LG,TV,tv
ELECOM MPA-FAMB2U12CDR COLORFUL MICROUSB CABLE ORANGE/1.2M,9.9,0.0,0.0,0.0,ELECOM,Accessories,cable
ELECOM WC-AG30N CLEANING WET TISSUE  30PCS BOT TLE/ANTI BACTERIAL,9.9,0.0,0.0,0.0,ELECOM,Other,Other
AELB 1166AL-RS004-6NC JAPANESE DEEP CASSEROLE WITHOUT LID - 16.5 X H9CM,10.0,12.0,16.67,2.0,AELB,Other,Other
ELECOM MPA-FAMBS2U12BK MICROUSB CABLE/1.2M DURABLE AND STURDY/BLACK,10.9,0.0,0.0,0.0,ELECOM,Accessories,cable
KARCHER MULTI-PURPOSE FLOOR CLEANING AGENT 500ML MULTI-PURPOSE FLOOR CLEAN (500ML),15.0,0.0,0.0,0.0,KARCHER,Other,Other
DREAME DM-GLMNOZZ-YL	 GLEAM SMOOTHING NOZZLE - YELLOW,15.9,19.9,20.1,3.9999999999999982,DREAME,Other,Other
KARCHER 28630060 DUSTBAG - MV4,18.0,0.0,0.0,0.0,KARCHER,Other,Other
TR-028 SLEEP EARPLUGS-BG SLEEP EARPLUGS-BEIGE,19.0,0.0,0.0,0.0,TR-028,Other,Other
TR-028 SLEEP EARPLUGS-BK SLEEP EARPLUGS-BLACK,19.0,0.0,0.0,0.0,TR-028,Other,Other
TRAVEL JOY SUSHI TRAVEL PILLOW (DEEP BLUE SKY),20.95,0.0,0.0,0.0,TRAVEL,Other,Other
ELECOM MPA-CC5PS20BK USB Type-C to USB Type-C cable/USB Power Delivery 100W/2M,23.9,0.0,0.0,0.0,ELECOM,Accessories,cable
MASTERPLUG SWSRG42NB-MPA 13A 4 GANG INDIVIDUAL W/SURGE (BLACK),23.9,0.0,0.0,0.0,MASTERPLUG,Other,Other
FLUJO FJ-AH-21-B 2 IN 1 USB AUDIO ADAPTER BLACK,24.0,0.0,0.0,0.0,FLUJO,Audio,audio
PHILIPS DLP9210/00 10W QI CHARGER,24.9,39.9,37.59,15.0,PHILIPS,Accessories,charger
KARCHER 9.754070.0/2.863237.0 HEPA FILTER 13 FOR VC 2,28.0,0.0,0.0,0.0,KARCHER,Other,Other
PRESTIGE 20844 SAUCEPAN 16CM W/COVER PRESTIGE,29.0,0.0,0.0,0.0,PRESTIGE,Kitchen Appliance,saucepan
"MASTERPLUG SRGAUAC22PB SURGE ADAPTOR , FAST CHARGE USB A & C BLACK",29.9,59.9,50.08,30.0,MASTERPLUG,Other,Other
LA GOURMET LGSM361295 LA GOURMET SHOGUN ZEN 24CM TEMPURA WOK,29.9,69.9,57.22,40.00000000000001,LA,Other,Other
MASTERPLUG SRGLSU63PW-MPA 6 SOCKET IN LINE SURGE 2 X USB (3.1A) WITH 3M CABLE,34.9,39.9,12.53,5.0,MASTERPLUG,Accessories,cable
CYGNETT CY4662PCCAL ARMOURED LIGHTNING TO USB-A CABLE - BLACK 3M,35.9,0.0,0.0,0.0,CYGNETT,Accessories,cable
JBL JR310 BLUE KIDS ON-EAR JUNIOR WIRED HEADPHONE,36.0,42.0,14.29,6.0,JBL,Audio,headphone
CREATIVE 51MF8365AA000 MUVO PLAY BLACK,39.0,59.0,33.9,20.0,CREATIVE,Other,Other
HAGERTY HOUSEHOLD CARE LEATHER CARE (BL) 250ML,39.9,49.9,20.04,10.0,HAGERTY,Other,Other
PHILIPS AWP2712BLR/97 HYDRATION BOTTLE GOZERO ACTIVE,40.0,0.0,0.0,0.0,PHILIPS,Other,Other
MEYER 15401 BROWN SUGAR CHEFPAN (20CM),49.0,0.0,0.0,0.0,MEYER,Other,Other
OSIM OS141C UMASK (CAT) EYE MASSAGER,49.0,0.0,0.0,0.0,OSIM,Other,Other
LG PWKSUW01 WAP UV CASING,49.0,203.0,75.86,154.0,LG,Other,Other
CORNELL CHBE600CW HAND BLENDER (600W),49.9,109.0,54.22,59.1,CORNELL,Kitchen Appliance,blender
JBL T290 SILVER IN EAR HEADPHONE,50.0,0.0,0.0,0.0,JBL,Audio,headphone
ELECOM MPA-CHDMI20BK USB C  -HDMI 2M,54.9,0.0,0.0,0.0,ELECOM,Other,Other
PANASONIC SRY10FGERSH RICE COOKER (1L),56.0,64.9,13.71,8.900000000000006,PANASONIC,Kitchen Appliance,rice cooker
INNERGIE ADP-45KW WDA 45W USB-C POWER ADAPTER (UK),59.9,0.0,0.0,0.0,INNERGIE,Accessories,adapter
ROMMELSBACHER EKM150 COFFEE GRINDER,62.0,79.0,21.52,17.0,ROMMELSBACHER,Kitchen Appliance,coffee
PRESTIGE 76694 STAINLESS STEEL FRYPAN (24CM),64.0,90.0,28.89,26.0,PRESTIGE,Kitchen Appliance,frypan
UGREEN 90409 GAN 65W 2C1A FAST CHARGER (3-PORT) WITH EU/UK/US PLUGS,69.9,0.0,0.0,0.0,UGREEN,Accessories,charger
MEYER 22083 24CM DUTCH OVEN CASSAROLE POT,70.0,97.0,27.84,27.0,MEYER,Kitchen Appliance,oven
DAIKIN 2522962 - BIO-ANTIBODY FILTER BIO-ANTIBODY FILTER,72.0,81.0,11.11,9.0,DAIKIN,Other,Other
LADYWELL DINING CHAIR,79.0,399.0,80.2,320.0,LADYWELL,Furniture,chair
ELECOM USB4-CCPE10NBK USB 4 C - C CABLE PD 240W 1M,79.9,0.0,0.0,0.0,ELECOM,Accessories,cable
LOGITECH 920-010577 KEYBOARD LOGI POP KEYS WL BT MECH KB BLAST YELLOW,88.0,169.0,47.93,81.0,LOGITECH,Accessories,keyboard
SONY WF-C500/DZE (ORANGE) SONY WIRELESS HEADPHONE,89.0,149.0,40.27,60.0,SONY,Audio,headphone
PHILIPS TAS3505/00 BLUETOOTH SPEAKER (BLACK),91.0,140.0,35.0,49.0,PHILIPS,Audio,speaker
BECKENHAM DINING CHAIR,99.0,429.0,76.92,330.0,BECKENHAM,Furniture,chair
NEVIO DINING CHAIR,99.0,499.0,80.16,400.0,NEVIO,Furniture,chair
GOPRO ACDBD-001-EU MAX DUAL BATTERY CHARGER BATTERY,100.9,0.0,0.0,0.0,GOPRO,Camera,gopro
PHILIPS TAPR702/98 CLOCK WITH QI CHARGING (BLACK),101.0,140.0,27.86,39.0,PHILIPS,Other,Other
J5CREATE JCA365 USB-C® TO DUAL HDMI™ MULTI-MONITOR ADAPTER,109.9,111.0,0.99,1.0999999999999943,J5CREATE,Monitor,monitor
EUROPACE TWIN TURBO POWER FLOOR FAN (18 INCH) EPF 2183U,111.0,129.0,13.95,18.0,EUROPACE,Small Appliance,fan
PHILIPS 223V7QHSB/69 21.5 IN FHD MONITOR,112.0,209.0,46.41,97.0,PHILIPS,Monitor,monitor
TEFAL G13545 SO CHEF STEWPOT WIITH LID 22CM,116.0,0.0,0.0,0.0,TEFAL,Other,Other
MOTOROLA T62 WALKIE TALKIE (8KM),128.0,0.0,0.0,0.0,MOTOROLA,Other,Other
JAXON SIDE TABLE (GREY STONE),139.0,279.0,50.18,140.0,JAXON,Furniture,table
WARNER DINING CHAIR,139.0,199.0,30.15,60.0,WARNER,Furniture,chair
PHILIPS TAS5505/00 BLUETOOTH SPEAKER (BLACK),142.0,191.0,25.65,49.0,PHILIPS,Audio,speaker
MICROSOFT 6GQ-01143 365 FAMILY 1 YEAR SUBSCRIPTION,148.0,0.0,0.0,0.0,MICROSOFT,Other,Other
IRIS OHYAMA IC-FAC3 Silver MATTRESS CLEANER 7000 BEATS,149.0,189.0,21.16,40.0,IRIS,Vacuum,cleaner
NICO DINING CHAIR (SL GREY),149.0,219.0,31.96,70.0,NICO,Furniture,chair
ARWEN PULL OUT BED WHITE,149.0,219.0,31.96,70.0,ARWEN,Furniture,bed
OSIM OS1224 UGLOW PORECARE PORE VACUUM FACIAL DEVICE,159.0,179.0,11.17,20.0,OSIM,Small Appliance,vacuum
PHILIPS PPM1321LB/97 MASSAGER HEADBAND,159.0,0.0,0.0,0.0,PHILIPS,Other,Other
OSIM OS102-P UCOZY (PLUM) NECK & SHOULDER MASSAGER,171.0,0.0,0.0,0.0,OSIM,Other,Other
"PHILIPS TAS7505/00 BLUETOOTH SPEAKER (BLACK) IPX7, POWER-BANK FUNCTION",193.0,231.0,16.45,38.0,PHILIPS,Audio,speaker
OSIM OS2225 CHARIZARD UCOZY MOMI NECK & SHOULDER MASSAGER,199.0,0.0,0.0,0.0,OSIM,Other,Other
LOGITECH 910-006107 G303 SHROUD EDITION LIGHTSPEED WIRELESS GAMING MOUSE,219.0,0.0,0.0,0.0,LOGITECH,Gaming,gaming
APPLE WATCH SE GPS 44MM SILVER ALUMINIUM CASE WITH WINTER BLUE SPORT LOOP (2023),239.0,432.95,44.8,193.95,APPLE,Wearable,watch
ORAL-B D 701.535.6XC ROSE GOLD (9000) GENIUS 9000 ROSE GOLD RECHARGEABLE TOOTHBRUSH,249.0,356.0,30.06,107.0,ORAL-B,Other,Other
OSIM OS2211 ULUMBAR LOWER BACK MASSAGER - BUNDLE OF 2,249.0,398.0,37.44,149.0,OSIM,Other,Other
OSIM OS-2214 USQUEEZ ARM PORTABLE HAND MASSAGER - BLACK,269.0,299.0,10.03,30.0,OSIM,Other,Other
SHARP AIR PURIFIER WITH MOSQUITO CATCHER 23m² FP-JM30E -B (BLACK),288.0,329.0,12.46,41.0,SHARP,Small Appliance,air purifier
DOPPIO STUDY DESK WITH DRAWERS,288.0,598.0,51.84,310.0,DOPPIO,Furniture,desk
CALI FABRIC ACCENT CHAIR (CREAM),289.0,419.0,31.03,130.0,CALI,Furniture,chair
MICROSOFT 8XA-00035 SURFACE PRO SIGNATURE KEYBOARD POPPY RED,293.0,0.0,0.0,0.0,MICROSOFT,Accessories,keyboard
DENON DHTS316 SOUNDBAR WITH WIRELESS SUBWOOFER,299.0,699.0,57.22,400.0,DENON,Audio,soundbar
OSIM OS-2230 UCOZY V NECK AND SHOULDER MASSAGER,299.0,0.0,0.0,0.0,OSIM,Other,Other
SAMSUNG HW-C400/XS 2 CH. SOUNDBAR,302.0,0.0,0.0,0.0,SAMSUNG,Audio,soundbar
OSIM OS191 UNEK 2 NECK MASSAGER (DARK GRAY),302.0,0.0,0.0,0.0,OSIM,Other,Other
L3550 L3550 PRINT/SCAN/COPY,349.0,0.0,0.0,0.0,L3550,Other,Other
SAMARA FABRIC ACCENT CHAIR (GREY),349.0,499.0,30.06,150.0,SAMARA,Furniture,chair
RICADOR BEDSIDE TABLE,349.0,499.0,30.06,150.0,RICADOR,Furniture,table
OSIM OS260P UJOLLY (PURPLE) BACK MASSAGER,349.0,499.0,30.06,150.0,OSIM,Other,Other
OSIM OS1204 + OS1208 + OS1206 + OS1207 + OS1224 UGLOW SKINCARE SERIES SET OF 5,349.0,715.0,51.19,366.0,OSIM,Other,Other
EUROPACE AIR PURIFIER WITH IONIZER EPU3300T,379.0,504.0,24.8,125.0,EUROPACE,Small Appliance,air purifier
JBL BAR 2.1 DEEP BASS 2.1 SOUNDBAR W/ WIRELESS SUB 300W OF TOTAL SYSTEM POWER,399.0,619.0,35.54,220.0,JBL,Audio,soundbar
REMINGTON DINING TABLE,399.0,579.0,31.09,180.0,REMINGTON,Furniture,table
INDEX NEW ACTIVA SLIDING CABINET,399.0,579.0,31.09,180.0,INDEX,Other,Other
APPLE MWR23ZA/A MAGIC KEYBOARD FOR IPAD PRO 11-INCH (M4) - US ENGLISH - BLACK,449.0,0.0,0.0,0.0,APPLE,Tablet,ipad
EUROPACE ECH5141S OTIMMO TWIN MOTOR DELUXE HOOD  (90CM) (EXCLUDE INSTALLATION),457.0,0.0,0.0,0.0,EUROPACE,Kitchen Appliance,hood
TEFAL GC713D OPTI GRILL PLUS,463.0,0.0,0.0,0.0,TEFAL,Other,Other
PANASONIC NA127XB1WSG FRONT LOAD WASHER (7KG),465.0,629.0,26.07,164.0,PANASONIC,Washing Machine,washer
OSIM OS260G UJOLLY (GREY) BACK MASSAGER,504.0,0.0,0.0,0.0,OSIM,Other,Other
APPLE MAGIC KEYBOARD FOR IPAD PRO 12.9-INCH (5TH GEN) - BLACK - US ENGLISH,538.8,0.0,0.0,0.0,APPLE,Tablet,ipad
PANASONIC NA-128XB1WSG FRONT LOAD WASHER (8KG),555.0,659.0,15.78,104.0,PANASONIC,Washing Machine,washer
SAMSUNG WA80CG4545BDSP TOP LOAD WASHER -  VERSAILLES GRAY (8KG),555.0,0.0,0.0,0.0,SAMSUNG,Washing Machine,washer
HISENSE HS50E6N 50 IN UHD (E6N) 4K GOOGLE TV,599.0,799.0,25.03,200.0,HISENSE,TV,tv
JBL PARTYBOX 310 TRUE WIRELESS STEREO PORTABLE PARTY SPEAKER,655.0,717.0,8.65,62.0,JBL,Audio,speaker
WARNER DINING TABLE,699.0,999.0,30.03,300.0,WARNER,Furniture,table
WHIRLPOOL 71L PYROLYTIC OVEN WITH 10 MULTI-FUNCTIONS AKP3840PIXAUS (BLACK) - EXCLUDE INSTALLATION,706.0,915.0,22.84,209.0,WHIRLPOOL,Kitchen Appliance,oven
SAMSUNG SM-R920NZKAASA GALAXY WATCH5 PRO 45MM BT TITANIUM BLACK,712.0,0.0,0.0,0.0,SAMSUNG,Smartphone,galaxy
ELECTROLUX 310L 2 DOOR FRIDGE ULTIMATE TASTE 300 ETB3400K-H (TOP FREEZER),729.0,1489.0,51.04,760.0,ELECTROLUX,Refrigerator,fridge
ELECTROLUX ETB3400K-A 2 DR FRIDGE (310L),729.0,1489.0,51.04,760.0,ELECTROLUX,Refrigerator,fridge
APERFIELD EXTENDABLE DINING TABLE,799.0,1159.0,31.06,360.0,APERFIELD,Furniture,table
BRODIE DINING TABLE,799.0,1159.0,31.06,360.0,BRODIE,Furniture,table
TINECO PURE ONE STATION SMART CORDLESS STICK VACUUM CLEANER,859.0,1599.0,46.28,740.0,TINECO,Small Appliance,vacuum
HITACHI 407L 2 DOOR FRIDGE STYLISH LINE (DELUXE) R-VX480PMS9-BBK (BRILLIANT BLACK),989.0,1019.0,2.94,30.0,HITACHI,Refrigerator,fridge
HITACHI EPA9000 AIR PURIFIER AND HUMIDIFIER,999.0,1198.0,16.61,199.0,HITACHI,Small Appliance,humidifier
WHIRLPOOL 10.5KG TOP LOAD WASHING MACHINE WVTD1050AHG,1017.0,0.0,0.0,0.0,WHIRLPOOL,Washing Machine,washing machine
ASUS 16 IN R7-7730U 16GB RAM 512GB SSD,1099.0,1361.0,19.25,262.0,ASUS,Storage,ssd
EUROPACE EFW 9101Y FRONT LOAD WASHER (10KG),1109.0,1299.0,14.63,190.0,EUROPACE,Washing Machine,washer
HITACHI 407L 2 DOOR FRIDGE STYLISH LINE (DELUXE) R-VGX480PMS9-MIR (MIRROR),1119.0,1199.0,6.67,80.0,HITACHI,Refrigerator,fridge
EUROPACE ECH7111S OTIMMO GLASS CHIMNEY HOOD (EXCLUDE INSTALLATION),1119.0,0.0,0.0,0.0,EUROPACE,Kitchen Appliance,hood
BOSCH WTH83028SG HEAT PUMP DRYER,1200.0,2599.0,53.83,1399.0,BOSCH,Washing Machine,dryer
SAMSUNG CU7000 65 INCH 4K CRYSTAL UHD TV,1399.0,0.0,0.0,0.0,SAMSUNG,TV,tv
HISENSE HS75A6K 75IN A6K 4K UHD SMART TV,1399.0,2199.0,36.38,800.0,HISENSE,TV,tv
HISENSE HS75A6K 75IN A6K 4K UHD SMART TV,1399.0,2199.0,36.38,800.0,HISENSE,TV,tv
BOSCH 71L BUILT IN OVEN SERIES 4 HBS573BS0B (STAINLESS STEEL) - EXCLUDE INSTALLATION,1399.0,2899.0,51.74,1500.0,BOSCH,Kitchen Appliance,oven
OTIMMO BY EUROPACE PREMIUM T-SHAPES CHIMNEY HOOD ECH 9168Y (STAINLESS STEEL) - EXCLUDE INSTALLATION,1413.0,0.0,0.0,0.0,OTIMMO,Kitchen Appliance,hood
TOSHIBA 535L 2 DOOR FRIDGE GR-AG58SA(XK) (BLACK GLASS),1549.0,0.0,0.0,0.0,TOSHIBA,Refrigerator,fridge
SAMSUNG 9.5KG FRONT LOAD WASHING MACHINE QUICKDRIVE™ WW95T984DSH/SP (WHITE),1584.0,0.0,0.0,0.0,SAMSUNG,Washing Machine,washing machine
OSIM OS8215 (BLUE / ARGENTINA) UTHRONE V GAMING MASSAGE CHAIR,1614.0,0.0,0.0,0.0,OSIM,Gaming,gaming
SAMSUNG 10.5KG FRONT LOAD WASHING MACHINE QUICKDRIVE™ WW10T784DBX/SP (INOX),1634.0,0.0,0.0,0.0,SAMSUNG,Washing Machine,washing machine
SAMSUNG 528L 2 DOOR FRIDGE RT53K6657B1/SS TWIN COOLING PLUS™ (TOP MOUNT FREEZER),1685.0,0.0,0.0,0.0,SAMSUNG,Refrigerator,fridge
BOSCH KGN56CI41J 2-DR FRIDGE (NET 505L) BOTTOM FREEZER,1699.0,2299.0,26.1,600.0,BOSCH,Refrigerator,fridge
LG FRONT CONTROL SMART WIFI-ENABLED DISHWASHER QUADWASH™ & TRUESTEAM® DFB425FP (PLATNIUM SILVER) - EXCLUDE INSTALLATION,1731.0,2342.0,26.09,611.0,LG,Dishwasher,dishwasher
LG OLED42C3PSA.ATC 42 IN OLED EVO AI SMART TV,1799.0,2017.0,10.81,218.0,LG,TV,tv
ELECTROLUX 9KG ULTIMATE CARE 900 HEAT PUMP DRYER EDH903R9WB (WHITE),1799.0,2579.0,30.24,780.0,ELECTROLUX,Washing Machine,dryer
