product_name,current_price,original_price,discount_percentage,discount_amount,brand,category,product_type
PHILIPS 55PUT8808/98 55 IN 4K UHD GOOGLE LED TV,1817.0,1944.0,6.53,127.0,PHILIPS,TV,tv
MITSUBISHI 362L 3 DOOR FRIDGE MR-CGX56EP-GBK-P (CLASSY BLACK),1829.0,1949.0,6.16,120.0,MITSUBISHI,Refrigerator,fridge
SAMSUNG 10.5KG/7KG FRONT LOAD WASHER DRYER COMBO QUICKDRIVE™ WD10T784DBX/SP (INOX),1836.0,0.0,0.0,0.0,SAMSUNG,Washing Machine,washer
BOSCH DWB98JQ50B CHIMNEY HOOD (90CM) (EXCLUDE INSTALLATION),1899.0,2999.0,36.68,1100.0,BOSCH,Kitchen Appliance,hood
BOSCH HBA5780S6B BUILT IN OVEN (71L) (EXCLUDE INSTALLATION),1899.0,3099.0,38.72,1200.0,BOSCH,Kitchen Appliance,oven
SANTE ROOM DIVIDER (WHITE),1899.0,2749.0,30.92,850.0,SANTE,Other,Other
MESTO POWER RECLINER Z/GRAVITY (FL) BROWN FULL LEATHER RECLINER,1899.0,3799.0,50.01,1900.0,MESTO,Other,Other
PHILIPS 55OLED789/98 65 4K OLED GOOGLE TV,1999.0,2699.0,25.94,700.0,PHILIPS,TV,tv
LG 65QNED75SRA.ATC 65 IN QNED75 4K SMART TV,1999.0,2219.0,9.91,220.0,LG,TV,tv
WHIRLPOOL 5WQ24NIJAS 4 DR FRIDGE (591L),1999.0,2399.0,16.67,400.0,WHIRLPOOL,Refrigerator,fridge
OSIM OS8210-BR UDELUXE MAX (BROWN) MASSAGE CHAIR,1999.0,4499.0,55.57,2500.0,OSIM,Furniture,chair
HISENSE 55 INCH 4K OLED TV HS55A85H,2099.0,0.0,0.0,0.0,HISENSE,TV,tv
SAMSUNG 12KG/8KG FRONT LOAD WASHER DRYER COMBO QUICKDRIVE™ WD12TP44DSX/SP (GRAY),2189.0,0.0,0.0,0.0,SAMSUNG,Washing Machine,washer
COPERTINO FABRIC 3 SEATER SOFA BED,2199.0,4399.0,50.01,2200.0,COPERTINO,Furniture,sofa
PHILIPS 55OLED708/98 55 IN 4K OLED GOOGLE TV WITH 3-SIDED AMBILIGHT,2229.0,2364.0,5.71,135.0,PHILIPS,TV,tv
LG 464L FRENCH DOOR FRIDGE GF-B4533PZ (PLATINUM SILVER),2321.0,3017.0,23.07,696.0,LG,Refrigerator,fridge
SAMSUNG 617L 2 DOOR SIDE BY SIDE FRIDGE RS64R5304B4 SPACEMAX™,2503.0,2603.0,3.84,100.0,SAMSUNG,Refrigerator,fridge
SONY KD-65X80L 65 IN 4K HDR GOOGLE TV DVBT2,2523.0,0.0,0.0,0.0,SONY,TV,tv
OSIM OS856 UDIVA CLASSIC MASSAGE SOFA GREY,2623.0,0.0,0.0,0.0,OSIM,Furniture,sofa
OSIM OS-8211P UDIVA 3 PLUS SMART SOFA IVORY + UDIVA 3 CUSHION COVER GLEN PLAID,2699.0,3699.0,27.03,1000.0,OSIM,Furniture,sofa
OSIM OS-8211P UDIVA 3 PLUS SMART SOFA IVORY + UDIVA 3 CUSHION COVER TARTAN,2699.0,3699.0,27.03,1000.0,OSIM,Furniture,sofa
OSIM OS-8211P UDIVA 3 PLUS SMART SOFA IVORY + UDIVA 3 CUSHION COVER FAUX FUR,2699.0,3699.0,27.03,1000.0,OSIM,Furniture,sofa
SAMSUNG 617L SIDE BY SIDE FRIDGE RS64R5306M9/SS SPACEMAX™,2704.0,0.0,0.0,0.0,SAMSUNG,Refrigerator,fridge
HISENSE 65 INCH 4K ULED SMART TV HS65U7K,2999.0,3799.0,21.06,800.0,HISENSE,TV,tv
SAMSUNG QA55QN87DAKXXS 55 IN NEO QLED QUANTUM MINI LED SMART TV,3099.0,3499.0,11.43,400.0,SAMSUNG,TV,tv
BOSCH HIJ557YS0M BUILT IN OVEN (66L) EXCLUDE INSTALLATION,3099.0,3299.0,6.06,200.0,BOSCH,Kitchen Appliance,oven
PHILIPS 65OLED789/98 65IN 4K GOOGLE OLED TV WITH AMBILIGHT,3299.0,0.0,0.0,0.0,PHILIPS,TV,tv
LG OLED65A3PSA.ATC 65 IN OLED AI SMART TV,3349.0,4440.0,24.57,1091.0,LG,TV,tv
SAMSUNG RF59C7662B1/SS FRENCH DOOR FRIDGE (550L NET) - BLACK DOI,3532.0,0.0,0.0,0.0,SAMSUNG,Refrigerator,fridge
LG OLED65B3PSA.ATC 65 IN OLED AI SMART TV,3599.0,4742.0,24.1,1143.0,LG,TV,tv
OSIM OS-8211 uDiva 3 Smart Sofa (Mocha),3734.0,0.0,0.0,0.0,OSIM,Furniture,sofa
VIVIANA 3RR SEATER Z/GRAVITY (FL) ORG FULL LEATHER INCLINER SOFA,3799.0,5499.0,30.91,1700.0,VIVIANA,Furniture,sofa
SONY KD-75X80L 75 IN 4K HDR GOOGLE TV DVBT2,4037.0,0.0,0.0,0.0,SONY,TV,tv
LG 86UQ9000PSD.ATC 86 IN 4K UHD TV LG THINQ AI,4074.0,0.0,0.0,0.0,LG,TV,tv
SONY XR-65A80L 65IN BRAVIA XR 4K HDR OLED GOOGLE TV A80L SERIES,4299.0,6055.0,29.0,1756.0,SONY,TV,tv
LG OLED65C3PSA.ATC 65 IN OLED EVO AI SMART TV,4299.0,5550.0,22.54,1251.0,LG,TV,tv
SAMSUNG QA65QN90DAKXXS 65 IN NEO QLED QUANTUM MINI LED SMART TV,4799.0,5399.0,11.11,600.0,SAMSUNG,TV,tv
SAMSUNG S95C 55 INCH 4K QUANTUM DOT OLED TV,4999.0,0.0,0.0,0.0,SAMSUNG,TV,tv
PHILIPS 85PUS8808/12 85 IN 4K UHD GOOGLE LED TV,5047.0,5094.0,0.92,47.0,PHILIPS,TV,tv
LG GF-Q5143GE FRENCH DOOR FRIDGE (NET 527L),5147.0,6459.0,20.31,1312.0,LG,Refrigerator,fridge
PANASONIC NRF654GTX6 6 DR FRIDGE (644L),5229.0,5999.0,12.84,770.0,PANASONIC,Refrigerator,fridge
SAMSUNG S90C 65 INCH 4K QUANTUM DOT OLED TV,5799.0,0.0,0.0,0.0,SAMSUNG,TV,tv
SAMSUNG QN85C 75 INCH 4K NEO QLED TV,6256.0,7299.0,14.29,1043.0,SAMSUNG,TV,tv
OSIM OS8218 ULOVE 3 WELL-BEING CHAIR (BLACK),6999.0,8999.0,22.22,2000.0,OSIM,Furniture,chair
SAMSUNG QA85QN90DAKXXS 85 IN NEO QLED QUANTUM MINI LED SMART TV,10499.0,11899.0,11.77,1400.0,SAMSUNG,TV,tv
SAMSUNG QA75QN900DKXXS 75 IN NEO QLED 8K QUANTUM MINI LED SMART TV,13999.0,15799.0,11.39,1800.0,SAMSUNG,TV,tv
